Point ID;Date;Time;Easting;Northing;Elevation
X040074         ;5-10-2021;12:38:56;115585.54;558452.55;-1.328
X040075         ;5-10-2021;12:38:57;115585.82;558452.2;-1.317
X040076         ;5-10-2021;12:38:58;115586.05;558451.66;-1.313
X040077         ;5-10-2021;12:38:59;115586.59;558451.17;-1.323
X040078         ;5-10-2021;12:39:00;115587.16;558450.6;-1.35
X040079         ;5-10-2021;12:39:01;115587.56;558450.19;-1.34
X040080         ;5-10-2021;12:39:02;115587.99;558449.8;-1.372
X040081         ;5-10-2021;12:39:03;115588.42;558449.18;-1.376
X040082         ;5-10-2021;12:39:04;115588.95;558448.64;-1.35
X040083         ;5-10-2021;12:39:05;115589.5;558448.09;-1.369
X040084         ;5-10-2021;12:39:06;115589.81;558447.62;-1.384
X040085         ;5-10-2021;12:39:07;115590.38;558447.11;-1.428
X040086         ;5-10-2021;12:39:08;115590.82;558446.43;-1.389
X040087         ;5-10-2021;12:39:09;115591.32;558446.05;-1.398
X040088         ;5-10-2021;12:39:10;115591.78;558445.49;-1.43
X040089         ;5-10-2021;12:39:11;115592.23;558445.13;-1.417
X040090         ;5-10-2021;12:39:12;115592.79;558444.64;-1.415
X040091         ;5-10-2021;12:39:13;115593.29;558444.27;-1.424
X040092         ;5-10-2021;12:39:14;115593.81;558443.76;-1.41
X040093         ;5-10-2021;12:39:15;115594.1;558443.35;-1.411
X040094         ;5-10-2021;12:39:16;115594.51;558443.01;-1.419
X040095         ;5-10-2021;12:39:17;115594.95;558442.57;-1.4
X040096         ;5-10-2021;12:39:18;115595.5;558442.04;-1.422
X040097         ;5-10-2021;12:39:19;115595.93;558441.65;-1.431
X040098         ;5-10-2021;12:39:20;115596.29;558441.17;-1.424
X040099         ;5-10-2021;12:39:21;115596.69;558440.77;-1.474
X040100         ;5-10-2021;12:39:22;115597.24;558440.22;-1.436
X040101         ;5-10-2021;12:39:23;115597.74;558439.88;-1.435
X040102         ;5-10-2021;12:39:24;115598.27;558439.35;-1.441
X040103         ;5-10-2021;12:39:25;115598.7;558438.91;-1.455
X040104         ;5-10-2021;12:39:26;115599.2;558438.59;-1.462
X040105         ;5-10-2021;12:39:27;115599.71;558438.12;-1.438
X040106         ;5-10-2021;12:39:28;115600.14;558437.78;-1.442
X040107         ;5-10-2021;12:39:29;115600.54;558437.35;-1.442
X040108         ;5-10-2021;12:39:30;115600.86;558437.22;-1.446
X040109         ;5-10-2021;12:39:31;115601.17;558436.71;-1.429
X040110         ;5-10-2021;12:39:32;115601.59;558436.23;-1.438
X040111         ;5-10-2021;12:39:33;115601.79;558435.95;-1.444
X040112         ;5-10-2021;12:39:34;115602.22;558435.47;-1.444
X040113         ;5-10-2021;12:39:35;115602.44;558435.12;-1.456
X040114         ;5-10-2021;12:39:36;115602.77;558434.74;-1.455
X040115         ;5-10-2021;12:39:37;115603.09;558434.18;-1.464
X040116         ;5-10-2021;12:39:38;115603.46;558433.81;-1.452
X040117         ;5-10-2021;12:39:39;115603.63;558433.56;-1.455
X040118         ;5-10-2021;12:39:40;115604.11;558433.11;-1.457
X040119         ;5-10-2021;12:39:41;115604.11;558432.93;-1.46
X040120         ;5-10-2021;12:39:42;115604.43;558432.74;-1.471
X040121         ;5-10-2021;12:39:43;115604.54;558432.23;-1.458
X040122         ;5-10-2021;12:39:44;115604.78;558432.21;-1.475
X040123         ;5-10-2021;12:39:45;115604.8;558432.14;-1.467
