# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 235         4.781       52.928      1.20        De Kooy     
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FF        : Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) during the 10-minute period preceding the time of observation
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,H,   DD,   FF,    T
  235,19890108,   22,  220,   46,   85
  235,19890108,   23,  210,   41,   85
  235,19890108,   24,  210,   51,   85
  235,19890109,    1,  210,   51,   86
  235,19890109,    2,  210,   57,   86
  235,19890109,    3,  230,   57,   86
  235,19890109,    4,  220,   62,   84
  235,19890109,    5,  220,   72,   83
  235,19890109,    6,  230,   67,   87
  235,19890109,    7,  230,   62,   86
  235,19890109,    8,  220,   93,   84
  235,19890109,    9,  230,   87,   86
  235,19890109,   10,  230,   87,   86
  235,19890109,   11,  220,   77,   86
  235,19890109,   12,  210,   82,   84
  235,19890109,   13,  210,   87,   84
  235,19890109,   14,  210,   87,   83
  235,19890109,   15,  210,   82,   83
  235,19890109,   16,  210,   82,   82
  235,19890109,   17,  210,   82,   82
  235,19890109,   18,  210,   82,   82
  235,19890109,   19,  220,   77,   82
  235,19890109,   20,  210,   72,   82
  235,19890109,   21,  220,   77,   80
  235,19890109,   22,  210,   72,   81
  235,19890109,   23,  210,   72,   80
  235,19890109,   24,  220,   72,   80
  235,19890110,    1,  210,   67,   80
  235,19890110,    2,  220,   62,   82
  235,19890110,    3,  230,   57,   83
  235,19890110,    4,  260,   46,   85
  235,19890110,    5,  280,   46,   83
  235,19890110,    6,  310,   21,   76
  235,19890110,    7,  300,   31,   76
  235,19890110,    8,  310,   36,   76
  235,19890110,    9,  300,   41,   76
  235,19890110,   10,  310,   46,   76
  235,19890110,   11,  300,   41,   82
  235,19890110,   12,  280,   41,   83
  235,19890110,   13,  280,   57,   78
  235,19890110,   14,  290,   51,   78
  235,19890110,   15,  280,   46,   71
  235,19890110,   16,  280,   46,   59
  235,19890110,   17,  280,   57,   60
  235,19890110,   18,  280,   62,   58
  235,19890110,   19,  280,   62,   57
  235,19890110,   20,  280,   82,   60
  235,19890110,   21,  280,   77,   62
  235,19890110,   22,  270,   67,   58
  235,19890110,   23,  260,   72,   63
  235,19890110,   24,  270,   72,   62
  235,19890111,    1,  260,   72,   61
  235,19890111,    2,  270,   67,   63
  235,19890111,    3,  260,   46,   55
  235,19890111,    4,  260,   51,   57
  235,19890111,    5,  250,   46,   55
  235,19890111,    6,  250,   62,   54
  235,19890111,    7,  230,   46,   51
  235,19890111,    8,  220,   57,   56
  235,19890111,    9,  220,   62,   60
  235,19890111,   10,  220,   67,   65
  235,19890111,   11,  210,   72,   72
  235,19890111,   12,  210,   82,   67
  235,19890111,   13,  200,   72,   64
  235,19890111,   14,  210,   82,   54
  235,19890111,   15,  170,   62,   38
  235,19890111,   16,  160,   51,   21
  235,19890111,   17,  170,   67,   20
  235,19890111,   18,  180,   72,   29
  235,19890111,   19,  180,   57,   36
  235,19890111,   20,  190,   77,   53
  235,19890111,   21,  190,   77,   57
  235,19890111,   22,  170,   72,   54
  235,19890111,   23,  180,   67,   57
  235,19890111,   24,  180,   87,   61
  235,19890112,    1,  180,   57,   52
  235,19890112,    2,  190,   67,   59
  235,19890112,    3,  190,   67,   66
  235,19890112,    4,  170,   57,   55
  235,19890112,    5,  170,   46,   51
  235,19890112,    6,  200,   98,   68
  235,19890112,    7,  190,   82,   65
  235,19890112,    8,  180,   67,   67
  235,19890112,    9,  180,   72,   58
  235,19890112,   10,  180,   72,   62
  235,19890112,   11,  180,   72,   63
  235,19890112,   12,  180,   72,   66
  235,19890112,   13,  190,   98,   69
  235,19890112,   14,  200,  103,   73
  235,19890112,   15,  190,   87,   76
  235,19890112,   16,  190,   87,   77
  235,19890112,   17,  200,   93,   80
  235,19890112,   18,  300,   57,   72
  235,19890112,   19,  270,   82,   75
  235,19890112,   20,  270,   82,   73
  235,19890112,   21,  270,  103,   73
  235,19890112,   22,  270,  103,   70
  235,19890112,   23,  270,  103,   69
  235,19890112,   24,  270,  103,   66
  235,19890113,    1,  270,  103,   63
  235,19890113,    2,  270,   87,   62
  235,19890113,    3,  260,   82,   66
  235,19890113,    4,  250,   82,   67
  235,19890113,    5,  260,   98,   63
  235,19890113,    6,  260,   72,   62
  235,19890113,    7,  260,   82,   62
  235,19890113,    8,  260,   72,   60
  235,19890113,    9,  250,   62,   62
  235,19890113,   10,  240,   62,   69
  235,19890113,   11,  230,   62,   74
  235,19890113,   12,  220,   57,   80
  235,19890113,   13,  210,   72,   81
  235,19890113,   14,  210,   72,   78
  235,19890113,   15,  200,   82,   68
  235,19890113,   16,  200,   77,   67
  235,19890113,   17,  190,   72,   59
  235,19890113,   18,  180,   67,   52
  235,19890113,   19,  180,   72,   49
  235,19890113,   20,  190,   87,   52
  235,19890113,   21,  190,   87,   54
  235,19890113,   22,  190,   87,   63
  235,19890113,   23,  190,  108,   70
  235,19890113,   24,  190,  113,   72
  235,19890114,    1,  190,  118,   75
  235,19890114,    2,  200,  129,   82
  235,19890114,    3,  200,  118,   81
  235,19890114,    4,  200,  129,   83
  235,19890114,    5,  200,  129,   85
  235,19890114,    6,  200,  118,   85
  235,19890114,    7,  200,  129,   89
  235,19890114,    8,  230,  129,   87
  235,19890114,    9,  290,  118,   70
  235,19890114,   10,  270,   77,   65
  235,19890114,   11,  240,   87,   79
  235,19890114,   12,  260,  123,   84
  235,19890114,   13,  260,  113,   83
  235,19890114,   14,  260,  118,   80
  235,19890114,   15,  260,  108,   76
  235,19890114,   16,  260,   82,   71
  235,19890114,   17,  250,   67,   72
  235,19890114,   18,  250,   87,   75
  235,19890114,   19,  260,  103,   76
  235,19890114,   20,  260,  103,   76
  235,19890114,   21,  240,   93,   77
  235,19890114,   22,  240,   93,   78
  235,19890114,   23,  230,   93,   77
  235,19890114,   24,  230,   98,   79
  235,19890115,    1,  230,  103,   78
  235,19890115,    2,  240,  108,   79
  235,19890115,    3,  230,  108,   78
  235,19890115,    4,  230,   98,   80
  235,19890115,    5,  220,  103,   79
  235,19890115,    6,  220,  113,   79
  235,19890115,    7,  220,  103,   79
  235,19890115,    8,  230,  108,   80
  235,19890115,    9,  230,  103,   83
  235,19890115,   10,  230,  103,   87
  235,19890115,   11,  230,  118,   91
  235,19890115,   12,  230,  118,   91
  235,19890115,   13,  230,  108,   91
  235,19890115,   14,  240,  118,   91
  235,19890115,   15,  230,  103,   86
  235,19890115,   16,  240,  108,   86
  235,19890115,   17,  230,   93,   85
  235,19890115,   18,  240,   98,   86
  235,19890115,   19,  240,  103,   90
  235,19890115,   20,  240,   98,   88
  235,19890115,   21,  240,   87,   87
  235,19890115,   22,  250,   87,   88
  235,19890115,   23,  250,   82,   88
  235,19890115,   24,  250,   77,   87
  235,19890116,    1,  240,   77,   89
  235,19890116,    2,  240,   67,   89
  235,19890116,    3,  240,   67,   90
  235,19890116,    4,  240,   67,   88
  235,19890116,    5,  240,   62,   86
  235,19890116,    6,  240,   62,   86
  235,19890116,    7,  240,   67,   86
  235,19890116,    8,  230,   62,   86
  235,19890116,    9,  220,   67,   86
  235,19890116,   10,  220,   77,   88
  235,19890116,   11,  230,   77,   87
  235,19890116,   12,  230,   72,   87
  235,19890116,   13,  230,   77,   88
  235,19890116,   14,  230,   77,   88
  235,19890116,   15,  230,   67,   85
  235,19890116,   16,  240,   72,   84
  235,19890116,   17,  230,   72,   84
  235,19890116,   18,  220,   67,   83
  235,19890116,   19,  220,   77,   83
  235,19890116,   20,  220,   82,   79
  235,19890116,   21,  220,   87,   77
  235,19890116,   22,  230,   98,   83
  235,19890116,   23,  230,   93,   82
  235,19890116,   24,  230,   87,   81
  235,19890117,    1,  240,   82,   81
  235,19890117,    2,  240,   93,   81
  235,19890117,    3,  230,   77,   79
  235,19890117,    4,  230,   82,   84
  235,19890117,    5,  220,   77,   81
  235,19890117,    6,  230,   77,   80
  235,19890117,    7,  240,   72,   81
  235,19890117,    8,  250,   72,   80
  235,19890117,    9,  310,   41,   74
  235,19890117,   10,  300,   26,   75
  235,19890117,   11,  290,   26,   76
  235,19890117,   12,  290,   36,   80
  235,19890117,   13,  300,   41,   81
  235,19890117,   14,  310,   41,   77
  235,19890117,   15,  310,   41,   71
  235,19890117,   16,  320,   26,   60
  235,19890117,   17,  310,   31,   53
  235,19890117,   18,  310,   26,   49
  235,19890117,   19,  300,   26,   44
  235,19890117,   20,  300,   26,   50
  235,19890117,   21,  290,   26,   44
  235,19890117,   22,  290,   31,   55
  235,19890117,   23,  280,   36,   46
  235,19890117,   24,  290,   41,   56
  235,19890118,    1,  280,   36,   56
  235,19890118,    2,  290,   46,   55
  235,19890118,    3,  280,   41,   48
  235,19890118,    4,  270,   36,   45
  235,19890118,    5,  270,   36,   48
  235,19890118,    6,  260,   36,   47
  235,19890118,    7,  260,   36,   47
  235,19890118,    8,  250,   36,   44
  235,19890118,    9,  240,   36,   54
  235,19890118,   10,  250,   46,   70
  235,19890118,   11,  250,   57,   75
  235,19890118,   12,  250,   57,   76
  235,19890118,   13,  250,   57,   77
  235,19890118,   14,  250,   62,   75
  235,19890118,   15,  250,   57,   70
  235,19890118,   16,  260,   46,   64
  235,19890118,   17,  250,   41,   56
  235,19890118,   18,  240,   41,   56
  235,19890118,   19,  230,   46,   61
  235,19890118,   20,  240,   57,   55
  235,19890118,   21,  230,   51,   56
  235,19890118,   22,  240,   57,   54
  235,19890118,   23,  240,   51,   57
  235,19890118,   24,  240,   57,   57
  235,19890119,    1,  240,   57,   60
  235,19890119,    2,  250,   51,   57
  235,19890119,    3,  250,   46,   58
  235,19890119,    4,  260,   36,   53
  235,19890119,    5,  260,   36,   52
  235,19890119,    6,  240,   36,   45
  235,19890119,    7,  230,   36,   43
  235,19890119,    8,  230,   41,   17
  235,19890119,    9,  230,   41,   25
  235,19890119,   10,  210,   57,   60
  235,19890119,   11,  220,   57,   59
  235,19890119,   12,  220,   57,   54
  235,19890119,   13,  220,   57,   49
  235,19890119,   14,  210,   57,   43
  235,19890119,   15,  210,   46,   37
  235,19890119,   16,  210,   36,   35
  235,19890119,   17,  190,   36,   36
  235,19890119,   18,  190,   41,   33
  235,19890119,   19,  170,   41,   27
  235,19890119,   20,  170,   36,   26
  235,19890119,   21,  170,   31,   28
  235,19890119,   22,  170,   31,   29
  235,19890119,   23,  180,   36,   30
  235,19890119,   24,  170,   31,   30
  235,19890120,    1,  190,   41,   37
  235,19890120,    2,  180,   36,   32
  235,19890120,    3,  180,   41,   29
  235,19890120,    4,  160,   41,   28
  235,19890120,    5,  160,   46,   26
  235,19890120,    6,  180,   51,   25
  235,19890120,    7,  160,   51,   24
  235,19890120,    8,  170,   46,   22
  235,19890120,    9,  160,   57,   19
  235,19890120,   10,  150,   57,   20
  235,19890120,   11,  150,   57,   21
  235,19890120,   12,  160,   51,   20
  235,19890120,   13,  160,   57,   19
  235,19890120,   14,  150,   46,   20
  235,19890120,   15,  140,   51,   19
  235,19890120,   16,  140,   51,   19
  235,19890120,   17,  150,   51,   20
  235,19890120,   18,  150,   51,   21
  235,19890120,   19,  160,   51,   23
  235,19890120,   20,  170,   62,   23
  235,19890120,   21,  170,   67,   24
  235,19890120,   22,  170,   72,   25
  235,19890120,   23,  170,   72,   26
  235,19890120,   24,  180,   62,   28
  235,19890121,    1,  180,   51,   34
  235,19890121,    2,  170,   57,   25
  235,19890121,    3,  180,   62,   27
  235,19890121,    4,  170,   62,   29
  235,19890121,    5,  170,   62,   34
  235,19890121,    6,  170,   72,   37
  235,19890121,    7,  170,   62,   38
  235,19890121,    8,  170,   67,   38
  235,19890121,    9,  170,   62,   39
  235,19890121,   10,  180,   62,   43
  235,19890121,   11,  190,   67,   55
  235,19890121,   12,  190,   77,   57
  235,19890121,   13,  180,   77,   54
  235,19890121,   14,  180,   67,   54
  235,19890121,   15,  170,   62,   53
  235,19890121,   16,  170,   72,   54
  235,19890121,   17,  190,   67,   62
  235,19890121,   18,  250,   67,   73
  235,19890121,   19,  260,   67,   70
  235,19890121,   20,  270,   46,   66
  235,19890121,   21,  280,   46,   63
  235,19890121,   22,  280,   41,   62
  235,19890121,   23,  270,   36,   46
  235,19890121,   24,  290,   36,   62
  235,19890122,    1,  310,   41,   68
  235,19890122,    2,  320,   26,   67
  235,19890122,    3,  320,   41,   67
  235,19890122,    4,  330,   41,   66
  235,19890122,    5,  330,   46,   65
  235,19890122,    6,  340,   41,   63
  235,19890122,    7,  330,   31,   63
  235,19890122,    8,  320,   26,   57
  235,19890122,    9,  320,   21,   66
  235,19890122,   10,  320,   36,   75
  235,19890122,   11,  300,   41,   79
  235,19890122,   12,  300,   41,   78
  235,19890122,   13,  300,   31,   78
  235,19890122,   14,  280,   31,   74
  235,19890122,   15,  260,   31,   73
  235,19890122,   16,  280,   31,   58
  235,19890122,   17,  270,   31,   44
  235,19890122,   18,  260,   26,   42
  235,19890122,   19,  240,   36,   45
  235,19890122,   20,  240,   36,   50
  235,19890122,   21,  210,   31,   46
  235,19890122,   22,  220,   36,   51
  235,19890122,   23,  170,   26,   29
  235,19890122,   24,  180,   31,   27
  235,19890123,    1,  220,   36,   52
  235,19890123,    2,  220,   36,   52
  235,19890123,    3,  170,   36,   22
  235,19890123,    4,  170,   41,   25
  235,19890123,    5,  220,   51,   53
  235,19890123,    6,  220,   57,   55
  235,19890123,    7,  230,   67,   61
  235,19890123,    8,  210,   67,   59
  235,19890123,    9,  200,   67,   51
  235,19890123,   10,  200,   67,   66
  235,19890123,   11,  210,   87,   71
  235,19890123,   12,  210,   82,   70
  235,19890123,   13,  210,   72,   70
  235,19890123,   14,  210,   67,   75
  235,19890123,   15,  200,   72,   68
  235,19890123,   16,  210,   72,   65
  235,19890123,   17,  210,   77,   67
  235,19890123,   18,  210,   67,   70
  235,19890123,   19,  200,   72,   68
  235,19890123,   20,  200,   67,   68
  235,19890123,   21,  200,   67,   63
  235,19890123,   22,  200,   72,   60
  235,19890123,   23,  210,   62,   62
  235,19890123,   24,  210,   62,   62
  235,19890124,    1,  210,   67,   60
  235,19890124,    2,  220,   67,   66
  235,19890124,    3,  220,   57,   69
  235,19890124,    4,  230,   51,   69
  235,19890124,    5,  200,   62,   58
  235,19890124,    6,  200,   67,   52
  235,19890124,    7,  200,   51,   49
  235,19890124,    8,  200,   62,   48
  235,19890124,    9,  200,   57,   45
  235,19890124,   10,  190,   46,   36
  235,19890124,   11,  190,   46,   28
  235,19890124,   12,  180,   46,   25
  235,19890124,   13,  170,   41,   19
  235,19890124,   14,  170,   36,   16
  235,19890124,   15,  170,   46,   14
  235,19890124,   16,  170,   41,   12
  235,19890124,   17,  160,   41,    8
  235,19890124,   18,  170,   41,    2
  235,19890124,   19,  160,   41,   -2
  235,19890124,   20,  170,   36,   -3
  235,19890124,   21,  180,   41,   -4
  235,19890124,   22,  170,   51,   -4
  235,19890124,   23,  150,   36,  -11
  235,19890124,   24,  160,   36,  -10
  235,19890125,    1,  170,   46,   -4
  235,19890125,    2,  170,   36,   -2
  235,19890125,    3,  170,   46,    0
  235,19890125,    4,  160,   36,   -1
  235,19890125,    5,  170,   36,   -2
  235,19890125,    6,  150,   46,   -5
  235,19890125,    7,  140,   46,   -8
  235,19890125,    8,  150,   46,  -12
  235,19890125,    9,  160,   41,  -10
  235,19890125,   10,  150,   41,   -2
  235,19890125,   11,  150,   51,   -4
  235,19890125,   12,  160,   51,    1
  235,19890125,   13,  180,   41,    2
  235,19890125,   14,  170,   36,    6
  235,19890125,   15,  180,   51,   11
  235,19890125,   16,  190,   57,   11
  235,19890125,   17,  170,   51,    9
  235,19890125,   18,  170,   62,    8
  235,19890125,   19,  160,   46,    5
  235,19890125,   20,  160,   41,    5
  235,19890125,   21,  160,   41,    5
  235,19890125,   22,  160,   51,    2
  235,19890125,   23,  160,   21,  -14
  235,19890125,   24,  160,   21,  -16
  235,19890126,    1,  140,   21,  -18
  235,19890126,    2,  150,   26,  -16
  235,19890126,    3,  160,   26,  -18
  235,19890126,    4,  150,   31,  -16
  235,19890126,    5,  160,   26,  -16
  235,19890126,    6,  160,   31,  -14
  235,19890126,    7,  150,   31,  -16
  235,19890126,    8,  170,   26,  -18
  235,19890126,    9,  170,   41,   -4
  235,19890126,   10,  170,   41,    8
  235,19890126,   11,  180,   46,   24
  235,19890126,   12,  170,   41,   36
  235,19890126,   13,  170,   46,   49
  235,19890126,   14,  180,   41,   55
  235,19890126,   15,  170,   31,   53
  235,19890126,   16,  170,   36,   35
  235,19890126,   17,  160,   41,   21
  235,19890126,   18,  170,   41,   17
  235,19890126,   19,  180,   46,   20
  235,19890126,   20,  170,   31,   16
  235,19890126,   21,  170,   31,   10
  235,19890126,   22,  170,   41,    9
  235,19890126,   23,  170,   36,   12
  235,19890126,   24,  180,   36,    8
  235,19890127,    1,  170,   31,    3
  235,19890127,    2,  190,   31,    3
  235,19890127,    3,  180,   26,    0
  235,19890127,    4,  170,   31,    6
  235,19890127,    5,  170,   36,    5
  235,19890127,    6,  180,   36,    2
  235,19890127,    7,  170,   36,    3
  235,19890127,    8,  170,   41,    5
  235,19890127,    9,  170,   51,   13
  235,19890127,   10,  170,   46,   24
  235,19890127,   11,  180,   57,   43
  235,19890127,   12,  180,   51,   64
  235,19890127,   13,  200,   77,   78
  235,19890127,   14,  190,   77,   81
  235,19890127,   15,  190,   77,   82
  235,19890127,   16,  180,   51,   70
  235,19890127,   17,  190,   77,   74
  235,19890127,   18,  190,   77,   70
