# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 235         4.781       52.928      1.20        De Kooy     
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FF        : Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) during the 10-minute period preceding the time of observation
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,H,   DD,   FF,    T
  235,19900412,    4,  220,   46,   84
  235,19900412,    5,  220,   41,   87
  235,19900412,    6,  230,   36,   91
  235,19900412,    7,  220,   31,   99
  235,19900412,    8,  230,   31,  107
  235,19900412,    9,  240,   41,  111
  235,19900412,   10,  240,   51,  118
  235,19900412,   11,  260,   46,  114
  235,19900412,   12,  240,   51,  113
  235,19900412,   13,  260,   36,  103
  235,19900412,   14,  260,   46,   99
  235,19900412,   15,  250,   36,   97
  235,19900412,   16,  250,   31,  104
  235,19900412,   17,  250,   41,  101
  235,19900412,   18,  240,   36,   88
  235,19900412,   19,  240,   15,   66
  235,19900412,   20,  230,   26,   71
  235,19900412,   21,  240,   15,   66
  235,19900412,   22,  180,    5,   68
  235,19900412,   23,  160,   21,   63
  235,19900412,   24,  170,   21,   63
  235,19900413,    1,  180,   21,   67
  235,19900413,    2,  170,   21,   73
  235,19900413,    3,  210,   62,   89
  235,19900413,    4,  220,   67,   90
  235,19900413,    5,  230,   62,   90
  235,19900413,    6,  220,   62,   92
  235,19900413,    7,  220,   72,   95
  235,19900413,    8,  220,   82,  100
  235,19900413,    9,  220,   82,   99
  235,19900413,   10,  210,   72,  100
  235,19900413,   11,  220,   82,  116
  235,19900413,   12,  200,   36,  107
  235,19900413,   13,  190,   62,  126
  235,19900413,   14,  180,   62,  125
  235,19900413,   15,  170,   46,  123
  235,19900413,   16,  160,   36,  117
  235,19900413,   17,  250,   10,  116
  235,19900413,   18,  150,   36,  108
  235,19900413,   19,  160,   36,  104
  235,19900413,   20,  170,   31,  106
  235,19900413,   21,  240,   62,  107
  235,19900413,   22,  270,   26,   90
  235,19900413,   23,  290,   21,   90
  235,19900413,   24,  260,   21,   77
  235,19900414,    1,  320,   62,   67
  235,19900414,    2,  320,   41,   67
  235,19900414,    3,  340,   62,   63
  235,19900414,    4,  330,   51,   64
  235,19900414,    5,  320,   41,   63
  235,19900414,    6,  300,   31,   67
  235,19900414,    7,  280,   62,   71
  235,19900414,    8,  260,   46,   79
  235,19900414,    9,  260,   57,   84
  235,19900414,   10,  280,   62,   92
  235,19900414,   11,  260,   72,  100
  235,19900414,   12,  260,   77,   99
  235,19900414,   13,  250,   87,   95
  235,19900414,   14,  240,   93,   92
  235,19900414,   15,  230,   98,   91
  235,19900414,   16,  230,   93,   86
  235,19900414,   17,  220,   93,   86
  235,19900414,   18,  220,  103,   82
  235,19900414,   19,  210,  108,   79
  235,19900414,   20,  200,   93,   82
  235,19900414,   21,  220,  123,   69
  235,19900414,   22,  200,   87,   69
  235,19900414,   23,  180,  103,   63
  235,19900414,   24,  190,  113,   63
  235,19900415,    1,  190,  103,   60
  235,19900415,    2,  180,   98,   60
  235,19900415,    3,  190,   87,   60
  235,19900415,    4,  190,   77,   60
  235,19900415,    5,  230,   41,   60
  235,19900415,    6,  300,   82,   69
  235,19900415,    7,  310,   93,   70
  235,19900415,    8,  300,   93,   73
  235,19900415,    9,  310,   93,   82
  235,19900415,   10,  300,   87,   82
  235,19900415,   11,  300,   87,   71
  235,19900415,   12,  290,   93,   86
  235,19900415,   13,  280,  103,   93
  235,19900415,   14,  290,  103,   92
  235,19900415,   15,  280,   82,   90
  235,19900415,   16,  280,   77,   92
  235,19900415,   17,  280,   77,   89
  235,19900415,   18,  260,   77,   84
  235,19900415,   19,  250,   72,   78
  235,19900415,   20,  250,   77,   83
  235,19900415,   21,  250,   72,   87
  235,19900415,   22,  250,   82,   84
  235,19900415,   23,  270,   93,   80
  235,19900415,   24,  270,   82,   79
  235,19900416,    1,  270,   72,   78
  235,19900416,    2,  280,   87,   76
  235,19900416,    3,  290,   72,   74
  235,19900416,    4,  290,   77,   73
  235,19900416,    5,  280,   72,   66
  235,19900416,    6,  280,   57,   70
  235,19900416,    7,  270,   72,   83
  235,19900416,    8,  240,   57,   66
  235,19900416,    9,  270,   87,   86
  235,19900416,   10,  270,   93,   86
  235,19900416,   11,  280,   82,   85
  235,19900416,   12,  270,   93,   87
  235,19900416,   13,  280,   98,   86
  235,19900416,   14,  270,   87,   88
  235,19900416,   15,  270,   82,   88
  235,19900416,   16,  270,   72,   89
  235,19900416,   17,  240,   72,   86
  235,19900416,   18,  220,   67,   74
  235,19900416,   19,  190,   51,   72
  235,19900416,   20,  240,   62,   49
  235,19900416,   21,  240,   62,   58
  235,19900416,   22,  250,   46,   62
  235,19900416,   23,  250,   36,   59
  235,19900416,   24,  250,   57,   63
  235,19900417,    1,  260,   51,   63
  235,19900417,    2,  250,   57,   57
  235,19900417,    3,  250,   46,   58
  235,19900417,    4,  210,   72,   38
  235,19900417,    5,  160,   31,   46
  235,19900417,    6,  160,   21,   49
  235,19900417,    7,  330,   15,   33
  235,19900417,    8,  190,   36,   38
  235,19900417,    9,  250,   57,   72
  235,19900417,   10,  270,   93,   74
  235,19900417,   11,  280,   72,   68
  235,19900417,   12,  270,   87,   79
  235,19900417,   13,  260,   87,   80
  235,19900417,   14,  260,   93,   77
  235,19900417,   15,  260,   82,   85
  235,19900417,   16,  260,   77,   79
  235,19900417,   17,  250,   67,   76
  235,19900417,   18,  220,   67,   62
  235,19900417,   19,  190,   41,   42
  235,19900417,   20,  170,   36,   36
  235,19900417,   21,  190,   51,   41
  235,19900417,   22,  170,   72,   42
  235,19900417,   23,  170,   57,   42
  235,19900417,   24,  170,   67,   50
  235,19900418,    1,  200,   46,   52
  235,19900418,    2,  190,   36,   50
  235,19900418,    3,  150,   36,   51
  235,19900418,    4,  170,   46,   47
  235,19900418,    5,  180,   36,   50
  235,19900418,    6,  140,   36,   45
  235,19900418,    7,  180,   77,   53
  235,19900418,    8,  190,   82,   59
  235,19900418,    9,  190,   87,   67
  235,19900418,   10,  220,   51,   73
  235,19900418,   11,  230,   51,   81
  235,19900418,   12,  260,   31,   65
  235,19900418,   13,  180,   46,   59
  235,19900418,   14,  190,   15,   66
  235,19900418,   15,  200,   31,   68
  235,19900418,   16,  240,   21,   78
  235,19900418,   17,  270,   41,   75
  235,19900418,   18,  250,   15,   69
  235,19900418,   19,  250,   21,   46
  235,19900418,   20,  230,   21,   52
  235,19900418,   21,  220,   26,   42
  235,19900418,   22,  190,   31,   25
  235,19900418,   23,  180,   31,   29
  235,19900418,   24,  180,   36,   28
  235,19900419,    1,  170,   41,   29
  235,19900419,    2,  160,   46,   31
  235,19900419,    3,  170,   57,   31
  235,19900419,    4,  170,   62,   35
  235,19900419,    5,  170,   62,   39
  235,19900419,    6,  170,   67,   41
  235,19900419,    7,  160,   67,   51
  235,19900419,    8,  170,   82,   66
  235,19900419,    9,  180,   82,   77
  235,19900419,   10,  170,   82,   90
  235,19900419,   11,  150,   62,   82
  235,19900419,   12,  140,   82,   97
  235,19900419,   13,  140,   82,   95
  235,19900419,   14,  140,   62,   91
  235,19900419,   15,  170,   51,   82
  235,19900419,   16,  150,   51,   81
  235,19900419,   17,  140,   51,   81
  235,19900419,   18,  140,   51,   77
  235,19900419,   19,  130,   57,   73
  235,19900419,   20,  140,   36,   69
  235,19900419,   21,  120,   41,   71
  235,19900419,   22,  120,   26,   66
  235,19900419,   23,   90,   36,   72
  235,19900419,   24,  100,   57,   71
  235,19900420,    1,   90,   62,   72
  235,19900420,    2,   80,   62,   67
  235,19900420,    3,   60,   72,   59
  235,19900420,    4,   60,   82,   67
  235,19900420,    5,   70,   82,   64
  235,19900420,    6,   60,   72,   73
  235,19900420,    7,   60,   72,   79
  235,19900420,    8,   60,   72,   85
  235,19900420,    9,   50,   82,   88
  235,19900420,   10,   40,   87,   89
  235,19900420,   11,   40,   93,   91
  235,19900420,   12,   30,  103,   84
  235,19900420,   13,   50,  108,   85
  235,19900420,   14,   50,   98,   88
  235,19900420,   15,   60,   82,   92
  235,19900420,   16,   60,   72,   92
  235,19900420,   17,   50,   77,   95
  235,19900420,   18,   50,   72,   95
  235,19900420,   19,   60,   72,   94
  235,19900420,   20,   60,   67,   92
  235,19900420,   21,   50,   57,   91
  235,19900420,   22,   50,   46,   91
  235,19900420,   23,   50,   51,   92
  235,19900420,   24,   60,   72,   87
  235,19900421,    1,   60,   51,   87
  235,19900421,    2,   60,   41,   86
  235,19900421,    3,   50,   41,   83
  235,19900421,    4,   50,   41,   81
  235,19900421,    5,   50,   36,   78
  235,19900421,    6,   50,   46,   81
  235,19900421,    7,   60,   67,   86
  235,19900421,    8,   80,   57,   99
  235,19900421,    9,   50,   41,   95
  235,19900421,   10,   40,   57,  116
  235,19900421,   11,   50,   77,  117
  235,19900421,   12,   40,   72,  120
  235,19900421,   13,   30,   77,  125
  235,19900421,   14,   40,   77,  121
  235,19900421,   15,   40,   77,  116
  235,19900421,   16,   40,   77,  115
  235,19900421,   17,   40,   77,  113
  235,19900421,   18,   40,   67,  110
  235,19900421,   19,   50,   67,  111
  235,19900421,   20,   50,   67,  112
  235,19900421,   21,   50,   62,  113
  235,19900421,   22,   60,   62,  113
  235,19900421,   23,   50,   46,  106
  235,19900421,   24,   50,   51,  107
  235,19900422,    1,   40,   36,  101
  235,19900422,    2,   30,   31,  100
  235,19900422,    3,   40,   41,   99
  235,19900422,    4,   50,   36,  106
  235,19900422,    5,   60,   36,   99
  235,19900422,    6,   50,   36,   99
  235,19900422,    7,   60,   51,   99
  235,19900422,    8,   70,   46,  105
  235,19900422,    9,   60,   46,  114
  235,19900422,   10,   50,   41,  123
  235,19900422,   11,   40,   62,  126
  235,19900422,   12,   40,   62,  134
  235,19900422,   13,   40,   62,  138
  235,19900422,   14,   40,   57,  141
  235,19900422,   15,   40,   67,  132
  235,19900422,   16,   40,   67,  127
  235,19900422,   17,   40,   67,  123
  235,19900422,   18,   40,   67,  120
  235,19900422,   19,   50,   57,  117
  235,19900422,   20,   50,   57,  117
  235,19900422,   21,   60,   62,  117
  235,19900422,   22,   50,   46,  112
  235,19900422,   23,   50,   62,  109
  235,19900422,   24,   60,   57,  105
  235,19900423,    1,   30,   41,  102
  235,19900423,    2,   40,   41,  100
  235,19900423,    3,   50,   46,   98
  235,19900423,    4,   50,   41,   95
  235,19900423,    5,   50,   51,   95
  235,19900423,    6,   60,   67,   98
  235,19900423,    7,   60,   57,  101
  235,19900423,    8,   50,   57,  109
  235,19900423,    9,   50,   67,  119
  235,19900423,   10,   50,   62,  121
  235,19900423,   11,   40,   72,  129
  235,19900423,   12,   40,   72,  131
  235,19900423,   13,   40,   77,  135
  235,19900423,   14,   40,   72,  134
  235,19900423,   15,   40,   72,  131
  235,19900423,   16,   40,   82,  127
  235,19900423,   17,   40,   72,  121
  235,19900423,   18,   40,   67,  116
  235,19900423,   19,   40,   67,  115
  235,19900423,   20,   50,   67,  113
  235,19900423,   21,   50,   67,  112
  235,19900423,   22,   50,   67,  112
  235,19900423,   23,   50,   51,  110
  235,19900423,   24,   40,   46,  112
  235,19900424,    1,   40,   41,  110
  235,19900424,    2,   50,   41,  106
  235,19900424,    3,   50,   57,  108
  235,19900424,    4,   50,   62,  104
  235,19900424,    5,   50,   57,  101
  235,19900424,    6,   60,   67,  106
  235,19900424,    7,   60,   67,  111
  235,19900424,    8,   40,   51,  116
  235,19900424,    9,   50,   72,  120
  235,19900424,   10,   40,   77,  123
  235,19900424,   11,   40,   72,  130
  235,19900424,   12,   30,   72,  134
  235,19900424,   13,   40,   72,  144
  235,19900424,   14,   30,   77,  136
  235,19900424,   15,   30,   67,  135
  235,19900424,   16,   40,   62,  127
  235,19900424,   17,   40,   62,  128
  235,19900424,   18,   40,   46,  119
  235,19900424,   19,   30,   51,  113
  235,19900424,   20,   20,   41,  109
  235,19900424,   21,   30,   46,  110
  235,19900424,   22,   20,   41,  109
  235,19900424,   23,   10,   36,   99
  235,19900424,   24,   10,   36,  102
  235,19900425,    1,   10,   26,  104
  235,19900425,    2,   10,   36,   98
  235,19900425,    3,   10,   41,   93
  235,19900425,    4,   20,   26,   90
  235,19900425,    5,   10,   26,   85
  235,19900425,    6,   10,   31,   97
  235,19900425,    7,   10,   26,  115
  235,19900425,    8,   20,   36,  128
  235,19900425,    9,   40,   36,  137
  235,19900425,   10,   20,   36,  154
  235,19900425,   11,   10,   46,  160
  235,19900425,   12,   40,   57,  162
  235,19900425,   13,   40,   57,  162
  235,19900425,   14,   30,   46,  157
  235,19900425,   15,   40,   36,  159
  235,19900425,   16,  350,   41,  154
  235,19900425,   17,   20,   36,  146
  235,19900425,   18,  340,   26,  134
  235,19900425,   19,  340,   26,  107
  235,19900425,   20,  350,    5,   89
  235,19900425,   21,  320,   10,   80
  235,19900425,   22,  320,   10,   75
  235,19900425,   23,    0,    0,   63
  235,19900425,   24,  250,    5,   46
  235,19900426,    1,  210,    5,   47
  235,19900426,    2,  220,   10,   41
  235,19900426,    3,  220,   10,   43
  235,19900426,    4,  200,   21,   61
  235,19900426,    5,  220,   26,   72
  235,19900426,    6,  210,   46,   94
  235,19900426,    7,  210,   51,  111
  235,19900426,    8,  220,   72,  119
  235,19900426,    9,  230,   77,  121
  235,19900426,   10,  230,   77,  127
  235,19900426,   11,  230,   77,  120
  235,19900426,   12,  230,   67,  117
  235,19900426,   13,  240,   67,  121
  235,19900426,   14,  240,   77,  119
  235,19900426,   15,  240,   82,  115
  235,19900426,   16,  250,   72,  105
  235,19900426,   17,  240,   62,  100
  235,19900426,   18,  230,   72,  100
  235,19900426,   19,  230,   72,   99
  235,19900426,   20,  240,   77,   99
  235,19900426,   21,  250,   77,  101
  235,19900426,   22,  260,   77,  102
  235,19900426,   23,  260,   77,  101
  235,19900426,   24,  350,   57,   78
  235,19900427,    1,  330,   41,   80
  235,19900427,    2,  340,   51,   79
  235,19900427,    3,  330,   62,   76
  235,19900427,    4,  320,   51,   74
  235,19900427,    5,  310,   57,   73
  235,19900427,    6,  290,   46,   70
  235,19900427,    7,  340,   51,   80
  235,19900427,    8,  330,   62,   90
  235,19900427,    9,  310,   77,   57
  235,19900427,   10,  310,   62,   83
  235,19900427,   11,  330,   82,   95
  235,19900427,   12,  320,   82,   89
  235,19900427,   13,  300,   93,   86
  235,19900427,   14,  320,   82,   88
  235,19900427,   15,  320,   77,   80
  235,19900427,   16,  320,   77,   81
  235,19900427,   17,  320,   77,   81
  235,19900427,   18,  320,   72,   74
  235,19900427,   19,  310,   51,   69
  235,19900427,   20,  330,   51,   69
  235,19900427,   21,  330,   31,   67
  235,19900427,   22,  320,   46,   65
  235,19900427,   23,  320,   51,   66
  235,19900427,   24,  340,   31,   59
  235,19900428,    1,  340,   26,   56
  235,19900428,    2,  340,   36,   56
  235,19900428,    3,  320,   26,   50
  235,19900428,    4,  310,   26,   52
  235,19900428,    5,  320,   26,   53
  235,19900428,    6,  310,   31,   66
  235,19900428,    7,  320,   36,   80
  235,19900428,    8,  300,   36,   82
  235,19900428,    9,  260,   36,   89
  235,19900428,   10,  270,   46,   95
  235,19900428,   11,  250,   46,  106
  235,19900428,   12,  250,   51,  104
  235,19900428,   13,  260,   62,  104
  235,19900428,   14,  230,   57,  104
  235,19900428,   15,  250,   72,  105
  235,19900428,   16,  230,   67,  110
  235,19900428,   17,  240,   67,   99
  235,19900428,   18,  240,   62,   97
  235,19900428,   19,  230,   51,   91
  235,19900428,   20,  230,   51,   93
  235,19900428,   21,  230,   51,   94
  235,19900428,   22,  230,   46,   93
  235,19900428,   23,  230,   46,   95
  235,19900428,   24,  240,   46,   98
  235,19900429,    1,  230,   46,   98
  235,19900429,    2,  230,   51,   97
  235,19900429,    3,  240,   51,   95
  235,19900429,    4,  240,   51,   89
  235,19900429,    5,  230,   46,   97
  235,19900429,    6,  240,   46,   99
  235,19900429,    7,  250,   46,  108
  235,19900429,    8,  250,   41,  109
  235,19900429,    9,  250,   31,  122
  235,19900429,   10,  250,   31,  128
  235,19900429,   11,  240,   41,  144
  235,19900429,   12,  250,   46,  139
  235,19900429,   13,  280,   46,  130
  235,19900429,   14,  270,   36,  136
  235,19900429,   15,  290,   36,  134
  235,19900429,   16,  310,   21,  136
  235,19900429,   17,  330,   15,  143
  235,19900429,   18,  270,   10,  127
  235,19900429,   19,  270,   15,  101
  235,19900429,   20,  270,   10,   91
  235,19900429,   21,  270,   10,   90
  235,19900429,   22,  330,    5,   86
  235,19900429,   23,  350,   10,   88
  235,19900429,   24,  360,    5,   89
  235,19900430,    1,  990,    5,   85
  235,19900430,    2,   20,    5,   64
  235,19900430,    3,  230,    5,   56
  235,19900430,    4,    0,    0,   48
  235,19900430,    5,    0,    0,   52
  235,19900430,    6,   20,    5,   87
  235,19900430,    7,   60,    5,  124
  235,19900430,    8,   80,   21,  129
  235,19900430,    9,   70,   15,  143
  235,19900430,   10,   80,   15,  151
  235,19900430,   11,   70,   21,  151
  235,19900430,   12,   70,   36,  153
  235,19900430,   13,   60,   31,  158
  235,19900430,   14,   60,   31,  161
  235,19900430,   15,   50,   31,  158
  235,19900430,   16,   60,   36,  159
  235,19900430,   17,   50,   36,  158
  235,19900430,   18,   50,   36,  153
  235,19900430,   19,   40,   26,  141
  235,19900430,   20,   30,   26,  124
  235,19900430,   21,   40,   26,  123
  235,19900430,   22,   40,   26,  122
  235,19900430,   23,   50,   26,  125
  235,19900430,   24,   60,   26,  123
  235,19900501,    1,   70,   26,  122
  235,19900501,    2,   70,   26,  119
  235,19900501,    3,   70,   26,  107
  235,19900501,    4,   80,   26,  104
  235,19900501,    5,   70,   26,  100
  235,19900501,    6,   80,   21,  109
  235,19900501,    7,   80,   36,  127
  235,19900501,    8,   70,   41,  138
  235,19900501,    9,   60,   41,  135
  235,19900501,   10,   60,   41,  143
  235,19900501,   11,   60,   41,  147
  235,19900501,   12,   40,   46,  151
  235,19900501,   13,   40,   57,  153
  235,19900501,   14,   40,   62,  148
  235,19900501,   15,   50,   62,  151
  235,19900501,   16,   50,   62,  142
  235,19900501,   17,   50,   57,  144
  235,19900501,   18,   40,   67,  139
  235,19900501,   19,   50,   51,  133
  235,19900501,   20,   50,   51,  132
  235,19900501,   21,   50,   51,  133
  235,19900501,   22,   60,   51,  133
  235,19900501,   23,   60,   51,  132
  235,19900501,   24,   60,   46,  130
  235,19900502,    1,   70,   36,  130
  235,19900502,    2,   70,   36,  130
  235,19900502,    3,   60,   36,  127
  235,19900502,    4,   60,   21,  123
  235,19900502,    5,   60,   26,  127
  235,19900502,    6,   70,   31,  137
  235,19900502,    7,   70,   46,  145
  235,19900502,    8,   70,   41,  157
  235,19900502,    9,   60,   41,  161
  235,19900502,   10,   50,   36,  166
  235,19900502,   11,   50,   46,  177
  235,19900502,   12,   40,   46,  189
  235,19900502,   13,   40,   41,  188
  235,19900502,   14,   40,   46,  191
  235,19900502,   15,   40,   51,  185
  235,19900502,   16,   50,   51,  188
  235,19900502,   17,   50,   51,  191
  235,19900502,   18,   50,   51,  186
  235,19900502,   19,   60,   57,  186
  235,19900502,   20,   70,   46,  182
  235,19900502,   21,   80,   46,  172
  235,19900502,   22,  110,   31,  179
  235,19900502,   23,   90,   36,  172
  235,19900502,   24,   90,   36,  171
  235,19900503,    1,  100,   41,  164
  235,19900503,    2,   90,   36,  158
  235,19900503,    3,  100,   41,  149
  235,19900503,    4,  110,   46,  142
  235,19900503,    5,  100,   46,  142
  235,19900503,    6,  100,   36,  151
  235,19900503,    7,  110,   46,  163
  235,19900503,    8,  120,   46,  174
  235,19900503,    9,  110,   57,  187
  235,19900503,   10,  110,   46,  202
  235,19900503,   11,  100,   46,  217
  235,19900503,   12,   90,   36,  194
  235,19900503,   13,   60,   36,  208
  235,19900503,   14,   60,   31,  210
  235,19900503,   15,   50,   36,  202
  235,19900503,   16,   70,   41,  208
  235,19900503,   17,   60,   36,  206
  235,19900503,   18,   60,   41,  193
  235,19900503,   19,   70,   36,  179
  235,19900503,   20,   80,   46,  177
  235,19900503,   21,   80,   41,  170
  235,19900503,   22,   80,   26,  166
  235,19900503,   23,   80,   31,  159
  235,19900503,   24,   80,   26,  163
  235,19900504,    1,   80,   41,  158
  235,19900504,    2,  100,   41,  152
  235,19900504,    3,  100,   41,  147
  235,19900504,    4,  100,   31,  147
  235,19900504,    5,  100,   31,  151
  235,19900504,    6,  100,   46,  152
  235,19900504,    7,  110,   41,  168
  235,19900504,    8,  110,   46,  185
  235,19900504,    9,  120,   57,  191
  235,19900504,   10,  120,   62,  204
  235,19900504,   11,  120,   62,  216
  235,19900504,   12,  110,   57,  225
  235,19900504,   13,  100,   57,  231
  235,19900504,   14,   90,   41,  229
  235,19900504,   15,   40,   36,  203
  235,19900504,   16,   40,   41,  202
  235,19900504,   17,   40,   46,  204
  235,19900504,   18,   40,   36,  183
  235,19900504,   19,   60,   46,  185
  235,19900504,   20,   70,   46,  183
  235,19900504,   21,   80,   46,  175
  235,19900504,   22,   90,   31,  169
  235,19900504,   23,  100,   36,  160
  235,19900504,   24,  110,   31,  157
  235,19900505,    1,  100,   36,  153
  235,19900505,    2,  110,   36,  148
  235,19900505,    3,  100,   26,  149
  235,19900505,    4,  100,   26,  143
  235,19900505,    5,  110,   26,  146
  235,19900505,    6,  110,   21,  151
  235,19900505,    7,  110,   21,  170
  235,19900505,    8,   80,   10,  194
  235,19900505,    9,  100,   10,  203
  235,19900505,   10,   90,   21,  214
  235,19900505,   11,   70,   26,  231
  235,19900505,   12,   60,   31,  225
  235,19900505,   13,   50,   26,  218
  235,19900505,   14,   50,   21,  222
  235,19900505,   15,   50,   21,  221
  235,19900505,   16,   50,   26,  213
  235,19900505,   17,   40,   21,  207
  235,19900505,   18,   40,   26,  195
  235,19900505,   19,   40,   26,  187
  235,19900505,   20,   50,   21,  178
  235,19900505,   21,   60,   21,  178
  235,19900505,   22,   70,   21,  179
  235,19900505,   23,   30,   15,  163
  235,19900505,   24,   50,    5,  172
  235,19900506,    1,  340,    5,  132
  235,19900506,    2,  350,    5,  130
  235,19900506,    3,   50,   15,  154
  235,19900506,    4,   70,   15,  158
  235,19900506,    5,  120,   15,  165
  235,19900506,    6,  990,    5,  160
  235,19900506,    7,  990,    5,  188
  235,19900506,    8,  100,   10,  213
  235,19900506,    9,  120,   15,  229
  235,19900506,   10,   80,   21,  235
  235,19900506,   11,   80,   31,  234
  235,19900506,   12,  150,   46,  262
  235,19900506,   13,  190,   46,  255
  235,19900506,   14,  250,   21,  246
  235,19900506,   15,  330,   15,  241
  235,19900506,   16,  320,   10,  238
  235,19900506,   17,   40,   15,  232
  235,19900506,   18,   60,   15,  207
  235,19900506,   19,   50,   15,  195
  235,19900506,   20,   60,   15,  192
  235,19900506,   21,   90,   10,  193
  235,19900506,   22,  120,   31,  199
  235,19900506,   23,  230,   21,  158
  235,19900506,   24,  180,   15,  170
  235,19900507,    1,  240,   10,  152
  235,19900507,    2,  260,   15,  126
  235,19900507,    3,  260,   21,  110
  235,19900507,    4,  260,   15,  104
  235,19900507,    5,  200,   15,  104
  235,19900507,    6,  200,   10,  126
  235,19900507,    7,  280,   62,  111
  235,19900507,    8,  270,   31,  105
  235,19900507,    9,  280,   31,  102
  235,19900507,   10,  280,   31,  107
  235,19900507,   11,  290,   31,  113
  235,19900507,   12,  280,   41,  110
  235,19900507,   13,  280,   51,  109
  235,19900507,   14,  290,   46,  113
  235,19900507,   15,  290,   41,  117
  235,19900507,   16,  300,   46,  114
  235,19900507,   17,  300,   51,  110
  235,19900507,   18,  130,   36,  105
  235,19900507,   19,  340,   15,   96
  235,19900507,   20,  990,    5,   90
  235,19900507,   21,  200,    5,   76
  235,19900507,   22,  260,   15,   53
  235,19900507,   23,  270,   10,   62
  235,19900507,   24,  260,   21,   66
  235,19900508,    1,  270,   21,   69
  235,19900508,    2,    0,    0,   70
  235,19900508,    3,  190,    5,   56
  235,19900508,    4,    0,    0,   45
  235,19900508,    5,    0,    0,   65
  235,19900508,    6,   40,    5,  101
  235,19900508,    7,   60,   15,  120
  235,19900508,    8,   60,   15,  127
  235,19900508,    9,   70,   26,  141
  235,19900508,   10,   80,   31,  141
  235,19900508,   11,   70,   36,  152
  235,19900508,   12,   70,   36,  156
  235,19900508,   13,   60,   41,  161
  235,19900508,   14,   60,   46,  165
  235,19900508,   15,   40,   51,  167
  235,19900508,   16,   50,   46,  165
  235,19900508,   17,   50,   51,  163
  235,19900508,   18,   60,   46,  158
  235,19900508,   19,   70,   62,  152
  235,19900508,   20,   80,   57,  147
  235,19900508,   21,  100,   57,  146
  235,19900508,   22,  110,   36,  145
  235,19900508,   23,  120,   21,  139
  235,19900508,   24,  230,   10,  116
  235,19900509,    1,  240,   31,  128
  235,19900509,    2,   80,    5,  127
  235,19900509,    3,   70,   10,  131
  235,19900509,    4,  100,   21,  136
  235,19900509,    5,   90,    5,  141
  235,19900509,    6,  200,   26,  131
  235,19900509,    7,  330,   15,  140
  235,19900509,    8,   30,   21,  151
  235,19900509,    9,  350,   21,  144
  235,19900509,   10,  300,   51,  128
  235,19900509,   11,   20,   26,  132
  235,19900509,   12,   10,   26,  141
  235,19900509,   13,   40,   26,  158
  235,19900509,   14,   50,   21,  167
  235,19900509,   15,   30,   26,  161
  235,19900509,   16,   70,   15,  163
  235,19900509,   17,  280,   15,  160
  235,19900509,   18,  260,   21,  146
  235,19900509,   19,  260,   21,  121
  235,19900509,   20,  250,    5,  113
  235,19900509,   21,  210,    5,  112
  235,19900509,   22,  230,   15,  103
  235,19900509,   23,  250,   26,   97
  235,19900509,   24,  230,   26,   95
  235,19900510,    1,  210,    5,   98
  235,19900510,    2,  190,   15,   93
  235,19900510,    3,  180,   21,   81
  235,19900510,    4,  200,   21,   77
  235,19900510,    5,  180,   15,   81
  235,19900510,    6,  190,   21,  104
  235,19900510,    7,  210,   46,  121
  235,19900510,    8,  230,   46,  128
  235,19900510,    9,  220,   51,  131
  235,19900510,   10,  220,   57,  137
  235,19900510,   11,  250,   46,  137
  235,19900510,   12,  250,   31,  145
  235,19900510,   13,  250,   26,  145
  235,19900510,   14,  270,   15,  137
  235,19900510,   15,  300,   26,  133
  235,19900510,   16,  280,   15,  128
  235,19900510,   17,  280,   31,  101
  235,19900510,   18,  340,    5,  103
  235,19900510,   19,   30,   15,  103
  235,19900510,   20,   50,   26,  109
  235,19900510,   21,   80,   36,  115
