# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 235         4.781       52.928      1.20        De Kooy     
# DDVEC     : Vectorgemiddelde windrichting in graden (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil/variabel). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Vector mean wind direction in degrees (360=north; 90=east; 180=south; 270=west; 0=calm/variable)
# FHVEC     : Vectorgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Vector mean windspeed (in 0.1 m/s)
# FHX       : Hoogste uurgemiddelde windsnelheid (in 0.1 m/s) / Maximum hourly mean windspeed (in 0.1 m/s)
# FHXH      : Uurvak waarin FHX is gemeten / Hourly division in which FHX was measured
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# STN,YYYYMMDD,DDVEC,FHVEC,  FHX, FHXH,   TG
  235,20200815,   54,   11,   50,   19,  225
  235,20200816,   61,   23,   70,   19,  221
  235,20200817,  206,   12,   50,   15,  180
  235,20200818,  224,   38,   80,   13,  184
  235,20200819,  168,   40,   90,   24,  209
  235,20200820,  175,   38,   80,    8,  228
  235,20200821,  221,   80,  120,   13,  222
  235,20200822,  232,   99,  110,    9,  198
  235,20200823,  262,   69,   90,    1,  177
  235,20200824,  269,   50,   90,   11,  166
  235,20200825,  196,   72,  150,   23,  166
  235,20200826,  270,  114,  170,    3,  167
  235,20200827,  129,   22,   70,   22,  163
  235,20200828,  211,   46,  100,    6,  165
  235,20200829,  270,   37,   90,   12,  161
  235,20200830,  360,   59,   90,   10,  163
  235,20200831,  342,   22,   40,   12,  150
  235,20200901,  291,    8,   30,    9,  136
  235,20200902,  111,    4,   30,   11,  149
  235,20200903,  215,   54,   90,   12,  162
  235,20200904,  263,   41,   70,   15,  170
  235,20200905,  277,   54,   80,   10,  150
  235,20200906,  289,   33,   60,   10,  141
  235,20200907,  227,   45,   80,   14,  162
  235,20200908,  240,   57,   80,    1,  180
  235,20200909,  265,   42,   70,    1,  172
  235,20200910,  358,    7,   40,   23,  155
  235,20200911,  230,   41,   70,   13,  156
  235,20200912,  254,   49,   90,   10,  157
  235,20200913,  220,   62,  100,   12,  173
  235,20200914,   84,   14,   40,   18,  184
  235,20200915,   45,   23,   50,   24,  203
  235,20200916,   16,   52,   70,   14,  174
  235,20200917,   65,   70,   90,   18,  154
  235,20200918,   75,   68,   80,   12,  149
  235,20200919,   63,   66,   90,   17,  152
  235,20200920,   50,   60,   70,    2,  155
  235,20200921,   48,   23,   50,    1,  148
  235,20200922,  216,   20,   40,   13,  141
  235,20200923,  200,   63,  120,   13,  169
  235,20200924,  208,   62,  110,    2,  138
  235,20200925,  150,   59,  110,   13,  116
  235,20200926,  360,   41,   90,   23,  138
  235,20200927,   26,   43,   90,    1,  152
  235,20200928,    4,   14,   40,    4,  165
  235,20200929,  282,   15,   40,    1,  154
  235,20200930,  166,   45,   70,   11,  154
  235,20201001,  160,   43,   80,   14,  136
  235,20201002,   83,   66,  100,   22,  135
  235,20201003,  115,   43,  100,    2,  131
  235,20201004,  165,   69,  120,   13,  119
  235,20201005,  170,   67,   90,    5,  118
  235,20201006,  244,   54,   90,    1,  133
  235,20201007,  276,   67,   90,   11,  136
  235,20201008,  242,   48,  120,    9,  136
  235,20201009,  260,   39,   80,   15,  113
  235,20201010,  277,   51,   90,    3,   99
  235,20201011,  319,   46,   60,    3,  117
  235,20201012,  252,   21,   60,   12,  117
  235,20201013,  120,   41,   60,    2,  108
  235,20201014,   51,   63,   90,   11,  111
  235,20201015,   51,   48,   70,    1,  105
  235,20201016,   61,   14,   40,    6,   98
  235,20201017,  156,   13,   40,   14,  101
  235,20201018,  313,   19,   50,    8,  102
  235,20201019,  167,   33,   50,    9,   95
  235,20201020,  182,   55,   80,   15,  117
  235,20201021,  201,   64,  140,   18,  143
  235,20201022,  222,   75,  100,   12,  140
  235,20201023,  217,   46,   80,   13,  126
  235,20201024,  201,   79,  140,   24,  138
  235,20201025,  198,   76,  150,    2,  114
  235,20201026,  193,   70,  110,   13,  101
  235,20201027,  205,   70,  100,   13,  108
  235,20201028,  224,   76,  110,   23,  109
  235,20201029,  245,   77,  100,    2,  117
  235,20201030,  229,   80,  100,    1,  143
  235,20201031,  200,   64,  110,   20,  134
  235,20201101,  204,   94,  150,   22,  136
  235,20201102,  225,  120,  160,    8,  148
  235,20201103,  241,   77,  120,    1,   99
  235,20201104,  281,   41,   80,    1,   94
  235,20201105,  260,   31,   60,   11,   93
  235,20201106,  129,   21,   40,   17,   91
  235,20201107,  112,   20,   30,    1,   78
  235,20201108,  109,   25,   40,    4,   97
  235,20201109,  121,   27,   40,   13,  118
  235,20201110,  123,   20,   40,    6,  102
  235,20201111,  170,   39,   60,   23,  114
  235,20201112,  215,   47,   70,    2,  107
  235,20201113,  191,   43,   80,   15,   91
  235,20201114,  177,   55,   90,   22,  113
  235,20201115,  193,   94,  120,   14,  125
  235,20201116,  247,   87,  120,    1,  113
  235,20201117,  224,   85,  110,    3,  128
  235,20201118,  209,   81,  120,   19,  128
  235,20201119,  287,   70,  130,    4,   90
  235,20201120,  241,   40,   90,   21,   79
  235,20201121,  236,   93,  110,    9,  110
  235,20201122,  273,   60,   90,    1,   98
  235,20201123,  245,   46,   60,    1,   92
  235,20201124,  191,   55,   70,    3,   83
  235,20201125,  194,   51,   70,   22,   74
  235,20201126,  310,   12,   40,    1,   78
  235,20201127,  115,   17,   40,   22,   52
  235,20201128,   97,   48,   60,    8,   52
  235,20201129,  111,   26,   60,    1,   14
  235,20201130,  242,   42,   90,   17,   59
  235,20201201,  360,   54,   80,    4,   88
  235,20201202,  160,   26,   50,   19,   61
  235,20201203,  165,   51,   80,   20,   58
  235,20201204,  152,   73,  110,   10,   55
  235,20201205,  145,   27,   50,   18,   26
  235,20201206,   48,   22,   40,    9,   42
  235,20201207,  254,   29,   80,   12,   61
  235,20201208,  141,   18,   30,    1,   32
  235,20201209,  156,   40,   70,   20,   18
  235,20201210,  131,   43,   60,    9,   19
  235,20201211,  128,   56,   70,   10,   24
  235,20201212,  105,   20,   50,    2,   43
  235,20201213,  170,   44,   80,   22,   59
  235,20201214,  185,   75,  110,   11,   93
  235,20201215,  195,   44,   70,    7,   84
  235,20201216,  160,   51,   70,   24,   70
  235,20201217,  210,   69,   80,    2,   88
  235,20201218,  184,   72,  100,    9,   82
  235,20201219,  179,   74,  100,   15,   82
  235,20201220,  201,   75,   90,   12,   84
  235,20201221,  187,   66,  110,   20,   78
  235,20201222,  253,   34,  100,    3,   88
  235,20201223,   65,   44,  100,   22,   74
  235,20201224,   19,   46,  110,    2,   57
  235,20201225,  340,   31,   50,    3,   50
  235,20201226,  220,   94,  160,   23,   71
  235,20201227,  193,  100,  190,    9,   55
  235,20201228,  136,   31,   60,    9,   35
  235,20201229,  256,    9,   50,   15,   42
  235,20201230,  256,   33,   70,   18,   47
  235,20201231,  246,   12,   40,    2,   26
  235,20210101,  252,   12,   30,    3,   44
  235,20210102,   13,    4,   40,   21,   32
  235,20210103,   58,   61,  120,   24,   35
  235,20210104,   56,  110,  130,    3,   32
  235,20210105,   60,   92,  100,    1,   32
  235,20210106,   34,   27,   90,    1,   24
  235,20210107,  336,   34,   70,   15,   32
  235,20210108,  353,   11,   20,    7,   23
  235,20210109,  317,   29,   50,   14,   40
  235,20210110,  248,   55,   70,   13,   49
  235,20210111,  240,   92,  110,   16,   67
  235,20210112,  308,   52,   90,    1,   58
  235,20210113,  300,   57,   90,    4,   50
  235,20210114,   76,   46,   80,   18,   22
  235,20210115,   89,    3,   50,    1,   18
  235,20210116,  183,   54,   90,   11,   11
  235,20210117,  291,   30,   50,    1,   52
  235,20210118,  249,   65,   80,    9,   60
  235,20210119,  220,  101,  140,   23,   76
  235,20210120,  200,  119,  140,    3,   86
  235,20210121,  209,  114,  160,   13,   67
  235,20210122,  248,   66,  100,   10,   52
  235,20210123,  234,   30,   80,   10,   31
  235,20210124,  245,    8,   40,    2,   19
  235,20210125,  277,   45,  110,   21,   23
  235,20210126,  268,   33,   90,    1,   50
  235,20210127,  242,   42,   90,    1,   52
  235,20210128,  104,   39,   80,   13,   39
  235,20210129,  279,   21,  100,    9,   52
  235,20210130,   78,   67,   80,    7,    4
  235,20210131,   92,   44,   60,   18,   -2
  235,20210201,   67,   29,   70,    3,   -4
  235,20210202,  102,   38,   60,   10,   10
  235,20210203,  231,   44,   80,    3,   73
  235,20210204,   76,   16,   60,    2,   40
  235,20210205,  101,   48,   60,    1,   42
  235,20210206,   80,   95,  140,   24,   14
  235,20210207,   63,  156,  170,    7,  -33
  235,20210208,   69,  116,  150,    2,  -28
  235,20210209,   75,   62,   90,    1,  -16
  235,20210210,   66,   34,   50,    2,  -23
  235,20210211,  120,    9,   30,   21,  -29
  235,20210212,   88,   68,   90,   18,  -36
  235,20210213,  113,   51,   60,   10,  -41
  235,20210214,  150,   64,   80,   16,   -9
  235,20210215,  194,   58,   80,    2,   28
  235,20210216,  201,   67,  100,   13,   62
  235,20210217,  211,   84,  110,   13,   77
  235,20210218,  183,   60,   90,   10,   76
  235,20210219,  194,   66,  100,   13,   72
  235,20210220,  166,   65,   80,   10,  113
  235,20210221,  167,   36,   80,    1,  104
  235,20210222,  201,   48,   90,   11,   99
  235,20210223,  208,   65,  120,   24,  110
  235,20210224,  204,   85,  120,    1,  131
  235,20210225,  237,   45,   80,    1,   90
  235,20210226,  302,   35,   50,   10,   56
  235,20210227,  273,   13,   40,   15,   41
  235,20210228,   55,   22,   40,   18,   23
  235,20210301,   77,   50,   70,   22,   42
  235,20210302,   71,   38,   60,    4,   42
  235,20210303,  294,   25,   40,   10,   30
  235,20210304,   13,   36,   80,   21,   41
  235,20210305,   29,   33,   60,    1,   34
  235,20210306,  314,   18,   40,   13,   23
  235,20210307,  293,   36,   60,   12,   40
  235,20210308,  241,   37,   60,   17,   53
  235,20210309,  324,   20,   60,    1,   51
  235,20210310,  194,   91,  170,   24,   53
  235,20210311,  227,  119,  170,    1,   80
  235,20210312,  231,   85,  120,   14,   64
  235,20210313,  245,  107,  150,   15,   66
  235,20210314,  280,   64,   80,    1,   65
  235,20210315,  314,   66,   90,   14,   66
  235,20210316,  313,   33,   60,   11,   56
  235,20210317,  354,   41,   50,    6,   54
  235,20210318,    6,   31,   80,   23,   53
  235,20210319,   34,   47,   60,    1,   52
  235,20210320,  273,   32,   60,   11,   46
  235,20210321,  340,   52,   70,    9,   65
  235,20210322,  293,   18,   50,   13,   54
  235,20210323,  215,   40,   80,   13,   53
  235,20210324,  221,   50,   80,   11,   69
  235,20210325,  212,   51,   80,   13,   69
  235,20210326,  209,   84,  130,   12,   96
  235,20210327,  253,   81,  110,    5,   67
  235,20210328,  218,  103,  130,   13,   82
  235,20210329,  223,   89,  110,    1,   93
  235,20210330,  231,   20,   50,   12,  112
  235,20210331,  250,    9,   40,   13,  125
  235,20210401,   19,   52,   70,    6,   74
  235,20210402,  353,   52,   70,   15,   63
  235,20210403,  360,   50,   60,    1,   66
  235,20210404,  253,   48,  100,   21,   65
  235,20210405,  315,   91,  120,   19,   39
  235,20210406,  316,   79,   90,    1,   32
  235,20210407,  309,   81,  120,    3,   45
  235,20210408,  235,   75,  110,   13,   63
  235,20210409,  251,   45,   90,    1,   66
  235,20210410,   46,   67,  100,   19,   47
  235,20210411,  343,   49,   70,    1,   46
  235,20210412,  286,   48,   80,   12,   44
  235,20210413,  294,   36,   60,    8,   55
  235,20210414,    2,   26,   50,   14,   47
  235,20210415,   37,   42,   60,   22,   62
  235,20210416,   22,   44,   70,   15,   70
  235,20210417,   13,   37,   60,   11,   70
  235,20210418,   23,   25,   50,   15,   87
  235,20210419,   37,   30,   50,   13,  101
  235,20210420,   33,   20,   40,   14,  106
  235,20210421,   11,   47,   70,    9,   77
  235,20210422,  339,   37,   50,    9,   68
  235,20210423,  344,   22,   30,    8,   72
  235,20210424,   27,   42,   60,   12,   79
  235,20210425,   20,   44,   60,   10,   67
  235,20210426,   44,   43,   70,   20,   70
  235,20210427,   77,   48,   90,   21,   93
  235,20210428,   43,   67,   90,   13,   98
  235,20210429,  341,   49,   90,    1,   79
  235,20210430,  317,   21,   30,    1,   82
  235,20210501,  313,   32,   50,   14,   75
  235,20210502,  303,   45,   70,   14,   76
  235,20210503,  219,   66,  120,   24,   93
  235,20210504,  248,  119,  150,    3,   84
  235,20210505,  284,   89,  120,   13,   75
  235,20210506,  278,   28,   50,    9,   67
  235,20210507,  271,   38,   70,   11,   71
  235,20210508,  178,   60,  110,   20,   97
  235,20210509,  188,   33,   80,   14,  158
  235,20210510,  212,   49,  100,   12,  133
  235,20210511,   31,   18,   50,   10,  123
  235,20210512,  242,   34,   80,    8,  112
